id,symptom_name,normalized_name,definition,synonyms,uri,icd_code,source,body_system,release
1448,Cardiac arrest with pulseless electrical activity,cardiac arrest with pulseless electrical activity,Electrical activation of the heart without mechanical activation resulting in hemodynamic collapse.,,https://id.who.int/icd/release/11/2025-01/mms/547109156,MC82.3,ICD-11 MMS Chapter 21 API,,2025-01
1450,"Cardiac arrest, unspecified","cardiac arrest, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/395422191/unspecified,MC82.Z,ICD-11 MMS Chapter 21 API,,2025-01
1088,Cardiac murmurs or other cardiac sounds,cardiac murmurs or other cardiac sounds,"Cardiac murmurs are blowing, whooshing, or rasping sounds heard during a heartbeat. Other cardiac sounds are sounds heard from heart other than cardiac murmurs.",,https://id.who.int/icd/release/11/2025-01/mms/2140822372,MC83,ICD-11 MMS Chapter 21 API,,2025-01
1453,"Cardiac murmurs or sounds, unspecified","cardiac murmurs or sounds, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/2140822372/unspecified,MC83.Z,ICD-11 MMS Chapter 21 API,,2025-01
1681,Cardiac syncope,cardiac syncope,,,https://id.who.int/icd/release/11/2025-01/mms/433311545,MG45.0,ICD-11 MMS Chapter 21 API,,2025-01
1664,Cardiogenic shock,cardiogenic shock,,,https://id.who.int/icd/release/11/2025-01/mms/1974956233,MG40.0,ICD-11 MMS Chapter 21 API,,2025-01
1449,Cardiopulmonary arrest,cardiopulmonary arrest,,,https://id.who.int/icd/release/11/2025-01/mms/2121132007,MC82.4,ICD-11 MMS Chapter 21 API,,2025-01
625,Cardiovascular Collapse,cardiovascular collapse,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1089,Cardiovascular pain,cardiovascular pain,,,https://id.who.int/icd/release/11/2025-01/mms/1092998509,MC84,ICD-11 MMS Chapter 21 API,,2025-01
303,Cellulitis,cellulitis,,,,,Extracted from disease definitions (mentioned in 2 diseases),,2025-01
699,Central cyanosis,central cyanosis,,,,,Curated symptom vocabulary,,2025-01
554,Cerebellar Ataxia,cerebellar ataxia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
913,Certain abnormalities of plasma proteins,certain abnormalities of plasma proteins,,,https://id.who.int/icd/release/11/2025-01/mms/353696620,MA19,ICD-11 MMS Chapter 21 API,,2025-01
912,Certain clinical findings of blood chemistry,certain clinical findings of blood chemistry,,,https://id.who.int/icd/release/11/2025-01/mms/221651900,MA18,ICD-11 MMS Chapter 21 API,,2025-01
1274,Certain specified immunological findings,certain specified immunological findings,,,https://id.who.int/icd/release/11/2025-01/mms/1885288190,MA14.1,ICD-11 MMS Chapter 21 API,,2025-01
1565,Cervical spine pain,cervical spine pain,This is a condition which is usually characterised by pain or discomfort in the neck region and can be caused by numerous spinal problems. It may be a feature of virtually every disorder and disease that occurs above the shoulder blades.,,https://id.who.int/icd/release/11/2025-01/mms/534629524,ME84.0,ICD-11 MMS Chapter 21 API,,2025-01
735,Change in bowel habit,change in bowel habit,,,,,Curated symptom vocabulary,,2025-01
1797,"Change in bowel habit, unspecified","change in bowel habit, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1625302107/unspecified,ME05.Z,ICD-11 MMS Chapter 21 API,,2025-01
1556,Changes in skin texture,changes in skin texture,Alterations in skin texture of unspecified cause.,,https://id.who.int/icd/release/11/2025-01/mms/944540491,ME66.1,ICD-11 MMS Chapter 21 API,,2025-01
457,Chest Pains,chest pains,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
627,Chest discomfort,chest discomfort,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
119,Chest pain,chest pain,,,,,Extracted from disease definitions (mentioned in 15 diseases),,2025-01
1468,Chest pain on breathing,chest pain on breathing,"Pleuritic chest pain is a type of pain that is caused by problems with the thin layers of tissue that surround the lungs (called the “pleura”). This type of pain feels like a sharp, stabbing chest pain, and it gets worse when you breathe in. Pleuritic chest pain can be caused by the following problems: pneumothorax, pleural effusion, pleuritis, empyema, pericarditis.",,https://id.who.int/icd/release/11/2025-01/mms/1083052714,MD30.0,ICD-11 MMS Chapter 21 API,,2025-01
1470,"Chest pain, unspecified","chest pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1765737830/unspecified,MD30.Z,ICD-11 MMS Chapter 21 API,,2025-01
663,Chest pressure,chest pressure,,,,,Curated symptom vocabulary,,2025-01
238,Chest tightness,chest tightness,,,,,Extracted from disease definitions (mentioned in 3 diseases),,2025-01
98,Chills,chills,,,,,Extracted from disease definitions (mentioned in 22 diseases),,2025-01
140,Chorea,chorea,,,,,Extracted from disease definitions (mentioned in 9 diseases),,2025-01
67,Choreoacanthocytosis,,"Chorea-acanthocytosis is a form of neuroacanthocytosis and is characterized clinically by a Huntington disease-like phenotype with progressive neurological symptoms including movement disorders, psychiatric manifestations and cognitive disturbances. These patients often exhibit feeding dystonia. The red cell chorein is absent and a mutation is CHAC gene is often responsible. CK (Creatine kinase) is often raised and patients may have neuropathy.",,https://id.who.int/icd/entity/278069977,,WHO ICD-11 API,,2025-01
319,Chronic Fatigue,chronic fatigue,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
313,Chronic Hyperglycaemia,chronic hyperglycaemia,,,,,Extracted from disease definitions (mentioned in 1 diseases),,2025-01
1544,Chronic blistering skin disorder,chronic blistering skin disorder,"A provisional diagnosis for a chronic blistering skin disorder of unknown or uncertain nature. Examples include chronic vesicular dermatitis of the hands and feet, epidermolysis bullosa and immunobullous disorders such as bullous pemphigoid.",,https://id.who.int/icd/release/11/2025-01/mms/2061271525,ME63.3,ICD-11 MMS Chapter 21 API,,2025-01
1994,Chronic cancer pain,chronic cancer pain,"Chronic cancer pain is chronic pain caused by the primary cancer or metastases. It should be highly probable that the pain is due to cancer; if its genesis is vague, consider using codes in the section of chronic primary pain.",,https://id.who.int/icd/release/11/2025-01/mms/322466810,MG30.10,ICD-11 MMS Chapter 21 API,,2025-01
1875,Chronic cancer related pain,chronic cancer related pain,"Chronic cancer-related pain is pain caused by the primary cancer itself or metastases (chronic cancer pain) or its treatment (chronic post-cancer treatment pain). It is distinct from pain caused by co-morbid disease [1-3]. It should be highly probable that the pain is due to cancer or its treatment; if its genesis is vague, consider using codes in the section of Primary pain.",,https://id.who.int/icd/release/11/2025-01/mms/785363034,MG30.1,ICD-11 MMS Chapter 21 API,,2025-01
1997,"Chronic cancer related pain, unspecified","chronic cancer related pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/785363034/unspecified,MG30.1Z,ICD-11 MMS Chapter 21 API,,2025-01
2012,Chronic central neuropathic pain,chronic central neuropathic pain,"Chronic central neuropathic pain is chronic pain caused by a lesion or disease of the central somatosensory nervous system. The pain may be spontaneous or evoked, as an increased response to a painful stimulus (hyperalgesia) or a painful response to a normally nonpainful stimulus (allodynia). The diagnosis of central neuropathic pain requires a history of central nervous system injury or disease and a neuroanatomically plausible distribution of the pain. Negative (e.g., decreased or loss of sensation) and positive sensory symptoms or signs (e.g., allodynia or hyperalgesia) indicating the involvement of the central somatosensory nervous system must be compatible with the innervation territory of the affected nervous structure.",,https://id.who.int/icd/release/11/2025-01/mms/1297540670,MG30.50,ICD-11 MMS Chapter 21 API,,2025-01
2016,Chronic dental pain,chronic dental pain,"Chronic dental pain is chronic pain that is caused by a disorder involving the teeth or associated tissues (pulpal, periodontal or gingival pain) and that occurs for two hours or more per day on at least 50% of the days during at least three months. The typical causative factor will be caries or trauma to a tooth or teeth or associated tissues. In addition to clinical examination, imaging (intraoral x-rays, CT scans etc.) may facilitate the correct diagnosis. If the aetiology is vague, consider using codes in the section of chronic primary pain.",,https://id.who.int/icd/release/11/2025-01/mms/411578227,MG30.61,ICD-11 MMS Chapter 21 API,,2025-01
1547,Chronic discoid or annular skin disorder,chronic discoid or annular skin disorder,"A provisional diagnosis for a chronic skin disorder of unknown or uncertain nature consisting of multiple circular or ring-shaped patches and plaques. Although infection due to dermatophyte infection (tinea or ringworm) can produce this pattern, many other skin disorders may have a discoid or annular configuration: these are frequently misdiagnosed as tinea. Common examples include atopic eczema, nummular dermatitis and psoriasis.",,https://id.who.int/icd/release/11/2025-01/mms/975730054,ME63.6,ICD-11 MMS Chapter 21 API,,2025-01
1063,Chronic enlargement of lacrimal gland,chronic enlargement of lacrimal gland,,,https://id.who.int/icd/release/11/2025-01/mms/1319974781,MC12,ICD-11 MMS Chapter 21 API,,2025-01
1495,Chronic enteritis of uncertain aetiology,chronic enteritis of uncertain aetiology,,,https://id.who.int/icd/release/11/2025-01/mms/2036452902,ME06,ICD-11 MMS Chapter 21 API,,2025-01
1541,Chronic erythematous skin disorder,chronic erythematous skin disorder,"A provisional diagnosis for a chronic skin disorder of unknown or uncertain nature in which widespread confluent erythema is the predominant feature. Examples include generalised atopic eczema, erythrodermic psoriasis, pityriasis rubra pilaris and Sézary syndrome.",,https://id.who.int/icd/release/11/2025-01/mms/1944251246,ME63.0,ICD-11 MMS Chapter 21 API,,2025-01
1548,Chronic excoriation of skin,chronic excoriation of skin,"A provisional diagnosis for a chronic skin disorder of unknown or uncertain nature characterised by the presence of multiple excoriations. In some cases the excoriation is secondary to intense pruritus arising either from an underlying systemic disorder such as uraemia or from a pruritic skin disease such as eczema. In many cases, however, psychogenic factors may be responsible.",,https://id.who.int/icd/release/11/2025-01/mms/2102474973,ME63.7,ICD-11 MMS Chapter 21 API,,2025-01
1812,"Chronic gastrointestinal bleeding, not elsewhere classified","chronic gastrointestinal bleeding, not elsewhere classified",,,https://id.who.int/icd/release/11/2025-01/mms/985094335,ME24.91,ICD-11 MMS Chapter 21 API,,2025-01
2022,Chronic headache associated with a substance or its withdrawal,chronic headache associated with a substance or its withdrawal,"Chronic headache associated with a substance or its withdrawal is caused by use of, exposure to or withdrawal from a substance, and has a duration of more than three months. The pain occurs on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours.",,https://id.who.int/icd/release/11/2025-01/mms/316533152,MG30.67,ICD-11 MMS Chapter 21 API,,2025-01
2020,Chronic headache or orofacial pain associated with cranial or cervical vascular disorder,chronic headache or orofacial pain associated with cranial or cervical vascular disorder,"Chronic headache or orofacial pain associated with cranial or cervical vascular disorder is caused by vascular cervical or cranial disorders, and has a duration of more than three months. The pain occurs on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours.",,https://id.who.int/icd/release/11/2025-01/mms/190956303,MG30.65,ICD-11 MMS Chapter 21 API,,2025-01
2019,Chronic headache or orofacial pain associated with disorders of homoeostasis or their nonpharmacological treatment,chronic headache or orofacial pain associated with disorders of homoeostasis or their nonpharmacological treatment,"Chronic headache or orofacial pain associated with disorders of homeostasis or their nonpharmacological treatment is caused by disorders of homoeostasis or the nonpharmacological treatment thereof, and has a duration of more than three months. The pain occurs on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours.",,https://id.who.int/icd/release/11/2025-01/mms/1839497823,MG30.64,ICD-11 MMS Chapter 21 API,,2025-01
2021,Chronic headache or orofacial pain associated with non-vascular intracranial disorder,chronic headache or orofacial pain associated with non-vascular intracranial disorder,"Chronic headache or orofacial pain associated with non-vascular intracranial disorder is caused by non-vascular intracranial disorders, and has a duration of more than three months. The pain occurs on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours.",,https://id.who.int/icd/release/11/2025-01/mms/995240069,MG30.66,ICD-11 MMS Chapter 21 API,,2025-01
1546,Chronic lichenified skin disorder,chronic lichenified skin disorder,"A provisional diagnosis for a chronic skin disorder of unknown or uncertain nature in which lichenification is the prominent feature. Examples include chronic eczema, lichen simplex and lichen planus.",,https://id.who.int/icd/release/11/2025-01/mms/1903229601,ME63.5,ICD-11 MMS Chapter 21 API,,2025-01
45,Chronic lymphocytic leukaemia of B-cell type,,"Chronic lymphocytic leukaemia/small lymphocytic lymphoma (CLL/SLL) is a neoplasm composed of monomorphic small, round to slightly irregular B lymphocytes in the peripheral blood (PB), bone marrow (BM), spleen and lymph nodes, admixed with prolymphocytes and paraimmunoblasts forming proliferation centres in tissue infiltrates. The CLL/SLL cells usually coexpress CD5 and CD23. In the absence of extramedullary tissue involvement, there must be <5x109/L monoclonal lymphocytes with a CLL phenotype in the PB. The International Workshop on Chronic Lymphocytic Leukemia (IWCLL) report requires that the lymphocytosis be present for at least 3 months and also allows for the diagnosis of CLL to be made with lower lymphocyte counts in patients with cytopenias or disease-related symptoms. Whether patients who would have fulfilled the criteria in the past for CLL but who fulfill the criteria only for monoclonal B lymphocytosis (MBL) are better considered to have low stage CLL or MBL remains to be determined. Some may prefer to still consider many of these cases more like CLL. The term SLL is used for non-leukaemic cases with the tissue morphology and immunophenotype of CLL. The IWCLL definition of SLL requires lymphadenopathy, no cytopenias due to BM infiltration by CLL/SLL and <5x109/L PB B-cells.",,https://id.who.int/icd/entity/1726842351,,WHO ICD-11 API,,2025-01
2017,Chronic neuropathic orofacial pain,chronic neuropathic orofacial pain,Chronic neuropathic orofacial pain is chronic pain in the orofacial region that is caused by a lesion or disease of the peripheral somatosensory nervous system. It occurs for two hours or more per day (or several shorter attacks per day occur) on at least 50% of the days during at least three months. The diagnosis of chronic neuropathic orofacial pain requires a history of peripheral nervous system injury or disease and a neuroanatomically plausible distribution of the pain. Negative and positive sensory symptoms or signs must be compatible with the innervation territory of the affected nervous structure.,,https://id.who.int/icd/release/11/2025-01/mms/1027961521,MG30.62,ICD-11 MMS Chapter 21 API,,2025-01
1879,Chronic neuropathic pain,chronic neuropathic pain,"Chronic neuropathic pain is chronic pain caused by a lesion or disease of the somatosensory nervous system. The pain may be spontaneous or evoked, as an increased response to a painful stimulus (hyperalgesia) or a painful response to a normally nonpainful stimulus (allodynia). The diagnosis of chronic neuropathic pain requires a history of nervous system injury or disease and a neuroanatomically plausible distribution of the pain. Negative (for example, decreased or loss of sensation) and positive sensory symptoms or signs (for example, allodynia or hyperalgesia) indicating the involvement of the somatosensory nervous system must be compatible with the innervation territory of the affected nervous structure.",,https://id.who.int/icd/release/11/2025-01/mms/1170330671,MG30.5,ICD-11 MMS Chapter 21 API,,2025-01
2015,"Chronic neuropathic pain, unspecified","chronic neuropathic pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1170330671/unspecified,MG30.5Z,ICD-11 MMS Chapter 21 API,,2025-01
653,Chronic pain,chronic pain,,,,,Curated symptom vocabulary,,2025-01
1882,"Chronic pain, unspecified","chronic pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1581976053/unspecified,MG30.Z,ICD-11 MMS Chapter 21 API,,2025-01
1543,Chronic papular skin disorder,chronic papular skin disorder,"A provisional diagnosis for a chronic skin disorder of unknown, uncertain or unspecified nature and characterised by the presence of multiple skin papules.",,https://id.who.int/icd/release/11/2025-01/mms/735102585,ME63.2,ICD-11 MMS Chapter 21 API,,2025-01
2013,Chronic peripheral neuropathic pain,chronic peripheral neuropathic pain,"Chronic peripheral neuropathic pain is chronic pain caused by a lesion or disease of the peripheral somatosensory nervous system. The pain may be spontaneous or evoked, as an increased response to a painful stimulus (hyperalgesia) or a painful response to a normally nonpainful stimulus (allodynia). The diagnosis of peripheral neuropathic pain requires a history of peripheral nervous system injury or disease and a neuroanatomically plausible distribution of the pain. Negative (e.g., decreased or loss of sensation) and positive sensory symptoms or signs (e.g., allodynia or hyperalgesia) indicating the involvement of the peripheral somatosensory nervous system must be compatible with the innervation territory of the affected nervous structure.",,https://id.who.int/icd/release/11/2025-01/mms/425464783,MG30.51,ICD-11 MMS Chapter 21 API,,2025-01
1995,Chronic post cancer treatment pain,chronic post cancer treatment pain,"Chronic post-cancer treatment pain is pain caused by any treatment given to treat the primary tumour or metastases. The most common forms are:

(i) Chronic painful chemotherapy-induced polyneuropathy (CIPN): chronic peripheral neuropathic pain caused by oral or intravenous chemotherapy.

(ii) Chronic post-radiotherapy pain: chronic pain caused by delayed local damage to the nervous system in the field of radiotherapy. It is distinct from pain caused by tumour recurrence or co-morbid disease.

Other treatments include surgery and hormonal therapy.


Diagnostic Criteria 
Conditions A to C are fulfilled:

A. Chronic pain (persistent or recurrent for longer than 3 months) is present and characterised by all of the following:
A1 History of treatment with neurotoxic chemotherapy or radiotherapy or any treatment given to treat the primary tumour or metastases
A2 It is likely that the pain is caused by the cancer treatment.

B. One of the following applies:
B1 An active or recurrent tumour or metastases have been specifically excluded on radiological investigation.
B2 If an active or a recurrent tumor or metastases are present, the pain is not better accounted for by them.

C. The pain is not better accounted for by another diagnosis of chronic pain.",,https://id.who.int/icd/release/11/2025-01/mms/1640181609,MG30.11,ICD-11 MMS Chapter 21 API,,2025-01
1998,Chronic post traumatic pain,chronic post traumatic pain,"Chronic post traumatic pain is pain developing or increasing in intensity after a tissue injury (involving any trauma including burns) and persisting beyond the healing process, i.e. at least 3 months after the tissue trauma. The pain is either localized to the area of injury, projected to the innervation territory of a nerve situated in this area, or referred to a dermatome (after surgery/injury to deep somatic or visceral tissues). Other causes of pain including infection, malignancy etc. need to be excluded as well as pain continuing from a pre-existing pain problem.",,https://id.who.int/icd/release/11/2025-01/mms/1034914433,MG30.20,ICD-11 MMS Chapter 21 API,,2025-01
1876,Chronic postsurgical or post traumatic pain,chronic postsurgical or post traumatic pain,"Chronic postsurgical or post traumatic pain is pain developing or increasing in intensity after a surgical procedure or a tissue injury (involving any trauma including burns) and persisting beyond the healing process, i.e. at least 3 months after surgery or tissue trauma. The pain is either localized to the surgical field or area of injury, projected to the innervation territory of a nerve situated in this area, or referred to a dermatome (after surgery/injury to deep somatic or visceral tissues). Other causes of pain including infection, malignancy etc. need to be excluded as well as pain continuing from a pre-existing pain problem.",,https://id.who.int/icd/release/11/2025-01/mms/985186256,MG30.2,ICD-11 MMS Chapter 21 API,,2025-01
2001,"Chronic postsurgical or post traumatic pain, unspecified","chronic postsurgical or post traumatic pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/985186256/unspecified,MG30.2Z,ICD-11 MMS Chapter 21 API,,2025-01
1999,Chronic postsurgical pain,chronic postsurgical pain,"Chronic postsurgical pain is chronic pain developing or increasing in intensity after a surgical procedure and persisting beyond the healing process, i.e. at least 3 months after surgery. The pain is either localised to the surgical field, projected to the innervation territory of a nerve situated in this area, or referred to a dermatome (after surgery/injury to deep somatic or visceral tissues). Other causes of pain including infection, malignancy etc. need to be excluded as well as pain continuing from a pre-existing pain problem. Dependent on type of surgery, chronic postsurgical pain often may be neuropathic pain.",,https://id.who.int/icd/release/11/2025-01/mms/302680255,MG30.21,ICD-11 MMS Chapter 21 API,,2025-01
1990,Chronic primary headache or orofacial pain,chronic primary headache or orofacial pain,"Chronic primary headache or orofacial pain is defined as headache or orofacial pain that occurs on at least 50% of the days during at least 3 months. It is characterised by significant emotional distress (anxiety, anger/frustration or depressed mood) or functional disability (interference in daily life activities, reduced participation in social roles). Chronic primary headache or orofacial pain is multifactorial: biological, psychological and social factors contribute to the pain syndrome. The diagnosis is appropriate independently of identified biological or psychological contributors unless another diagnosis would better account for the presenting symptoms. The duration of pain per day is at least 2 hours.",,https://id.who.int/icd/release/11/2025-01/mms/2104869000,MG30.03,ICD-11 MMS Chapter 21 API,,2025-01
1989,Chronic primary musculoskeletal pain,chronic primary musculoskeletal pain,"Chronic primary musculoskeletal pain is chronic pain in the muscles, bones, joints or tendons that is characterised by significant emotional distress (anxiety, anger/frustration or depressed mood) or functional disability (interference in daily life activities and reduced participation in social roles). Chronic primary musculoskeletal pain is multifactorial: biological, psychological and social factors contribute to the pain syndrome. The diagnosis is appropriate independently of identified biological or psychological contributors unless another diagnosis would better account for the presenting symptoms. Other chronic musculoskeletal pain diagnoses to be considered are those listed under chronic secondary musculoskeletal pain.",,https://id.who.int/icd/release/11/2025-01/mms/1236923870,MG30.02,ICD-11 MMS Chapter 21 API,,2025-01
1874,Chronic primary pain,chronic primary pain,"Chronic primary pain is chronic pain in one or more anatomical regions that is characterised by significant emotional distress (anxiety, anger/frustration or depressed mood) or functional disability (interference in daily life activities and reduced participation in social roles). Chronic primary pain is multifactorial: biological, psychological and social factors contribute to the pain syndrome. The diagnosis is appropriate independently of identified biological or psychological contributors unless another diagnosis would better account for the presenting symptoms.",,https://id.who.int/icd/release/11/2025-01/mms/1326332835,MG30.0,ICD-11 MMS Chapter 21 API,,2025-01
1993,"Chronic primary pain, unspecified","chronic primary pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1326332835/unspecified,MG30.0Z,ICD-11 MMS Chapter 21 API,,2025-01
1987,Chronic primary visceral pain,chronic primary visceral pain,"Chronic primary visceral pain is chronic pain localized in the thoracic, abdominal or pelvic region, and is associated with significant emotional distress or functional disability. The distinct anatomical location is compatible with typical referral pain patterns from specific internal organs. The symptoms are not better explained by a diagnosis of chronic secondary visceral pain. Chronic primary visceral pain is multifactorial: biological, psychological and social factors contribute to the pain syndrome. The diagnosis is appropriate independently of identified biological or psychological contributors unless another diagnosis would better account for the presenting symptoms.",,https://id.who.int/icd/release/11/2025-01/mms/679352876,MG30.00,ICD-11 MMS Chapter 21 API,,2025-01
1545,Chronic scaling or hyperkeratotic skin disorder,chronic scaling or hyperkeratotic skin disorder,"A provisional diagnosis for a chronic skin disorder of unknown or uncertain nature in which scaling and hyperkeratosis are prominent features. Examples include psoriasis, ichthyoses, small plaque parapsoriasis and mycosis fungoides.",,https://id.who.int/icd/release/11/2025-01/mms/785218967,ME63.4,ICD-11 MMS Chapter 21 API,,2025-01
1880,Chronic secondary headache or orofacial pain,chronic secondary headache or orofacial pain,Chronic secondary headache and orofacial pain comprises all headache and orofacial pain disorders that have underlying causes and occur on at least 50% of the days during at least three months. The duration of pain per day is at least 2 hours.,,https://id.who.int/icd/release/11/2025-01/mms/2116703819,MG30.6,ICD-11 MMS Chapter 21 API,,2025-01
2024,"Chronic secondary headache or orofacial pain, unspecified","chronic secondary headache or orofacial pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/2116703819/unspecified,MG30.6Z,ICD-11 MMS Chapter 21 API,,2025-01
1877,Chronic secondary musculoskeletal pain,chronic secondary musculoskeletal pain,"Chronic secondary musculoskeletal pain is chronic pain arising from bone(s), joint(s), muscle(s), vertebral column, tendon(s) or related soft tissue(s). It is a heterogeneous group of chronic pain conditions originating in persistent nociception in joint, bone, muscle, vertebral column, tendons and related soft tissues, with local and systemic aetiologies, but also related to deep somatic lesions. The pain may be spontaneous or movement-induced.",,https://id.who.int/icd/release/11/2025-01/mms/1968541653,MG30.3,ICD-11 MMS Chapter 21 API,,2025-01
2003,Chronic secondary musculoskeletal pain associated with structural changes,chronic secondary musculoskeletal pain associated with structural changes,"Chronic secondary musculoskeletal pain associated with structural changes is chronic pain of unknown mechanism(s) that is attributable to anatomical changes in joint(s), bone(s) or tendon(s). The structural change needs to be inferred from clinical examination and/or demonstrable on imaging. The pain may be spontaneous or movement-induced. It is characterised by clinical features such as swelling, allodynia or restricted movement.

Diagnostic Criteria:

Conditions A to D are fulfilled:

A) Chronic pain (persistent or recurrent for longer than 3 months) in joint(s), bone(s), or tendon(s) is present. The pain may be spontaneous or movement induced.

B) At least one of the following fulfilled:
B1) Swelling is present.
B2) Allodynia over the part is present.

C) The structural change is inferred from clinical examination or imaging. 

D) The pain is not better accounted for by another diagnosis of chronic pain.",,https://id.who.int/icd/release/11/2025-01/mms/1569734721,MG30.31,ICD-11 MMS Chapter 21 API,,2025-01
2004,Chronic secondary musculoskeletal pain due to disease of the nervous system,chronic secondary musculoskeletal pain due to disease of the nervous system,"Chronic secondary musculoskeletal pain due to diseases of the nervous system is chronic pain localized in joint(s), bone(s), tendon(s) or muscle(s) that is related to peripheral or central neurological disorders classified elsewhere. It includes pain due to altered motor function and altered sensory function. Altered biomechanical function due to the neurological disease is responsible for the activation of nociceptors in musculoskeletal tissue. The pain may be spontaneous or movement-induced.",,https://id.who.int/icd/release/11/2025-01/mms/2019368323,MG30.32,ICD-11 MMS Chapter 21 API,,2025-01
2002,Chronic secondary musculoskeletal pain from persistent inflammation,chronic secondary musculoskeletal pain from persistent inflammation,"Chronic secondary musculoskeletal pain from persistent inflammation is chronic pain due to inflammatory mechanisms in joint(s), bone(s), tendon(s), muscle(s), soft tissue(s) or vertebral column. The pain may be spontaneous or movement-induced. It is characterised by clinical features of inflammation, including increased sensitivity of the part to stimuli.",,https://id.who.int/icd/release/11/2025-01/mms/390684604,MG30.30,ICD-11 MMS Chapter 21 API,,2025-01
2006,"Chronic secondary musculoskeletal pain, unspecified","chronic secondary musculoskeletal pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/1968541653/unspecified,MG30.3Z,ICD-11 MMS Chapter 21 API,,2025-01
1878,Chronic secondary visceral pain,chronic secondary visceral pain,"Chronic visceral pain is persistent or recurrent pain originating from internal organs of the head/neck region and of the thoracic, abdominal and pelvic cavities. The visceral etiology of the pain should be highly probable; if it is vague, consider using codes in the section of Chronic Primary Pain.",,https://id.who.int/icd/release/11/2025-01/mms/446969214,MG30.4,ICD-11 MMS Chapter 21 API,,2025-01
2011,"Chronic secondary visceral pain, unspecified","chronic secondary visceral pain, unspecified",,,https://id.who.int/icd/release/11/2025-01/mms/446969214/unspecified,MG30.4Z,ICD-11 MMS Chapter 21 API,,2025-01
1126,Chronic skin disorder of uncertain or unspecified nature,chronic skin disorder of uncertain or unspecified nature,"A provisional diagnosis for a chronic skin disorder (of at least six weeks' duration) of unknown, uncertain or unspecified nature.",,https://id.who.int/icd/release/11/2025-01/mms/343905295,ME63,ICD-11 MMS Chapter 21 API,,2025-01
1542,Chronic urticarial skin disorder,chronic urticarial skin disorder,"A provisional diagnosis for a rash consisting of persistent urticated papules and plaques for which a more precise diagnosis has not been or cannot be made. Diagnoses which should be considered include immunobullous disorders, urticarial vasculitis and drug reactions.",,https://id.who.int/icd/release/11/2025-01/mms/2015013184,ME63.1,ICD-11 MMS Chapter 21 API,,2025-01
2007,Chronic visceral pain from mechanical factors,chronic visceral pain from mechanical factors,"Chronic visceral pain from mechanical factors is chronic pain deriving from a) the obstruction of hollow viscera as a consequence of internal migrating obstacles (e.g., stones) or stenosis, with dilation above the obstacle/stenosis or b) from the traction of ligaments and vessels of internal organs or the external compression of internal organs.",,https://id.who.int/icd/release/11/2025-01/mms/1507624466,MG30.40,ICD-11 MMS Chapter 21 API,,2025-01
2009,Chronic visceral pain from persistent inflammation,chronic visceral pain from persistent inflammation,"Chronic visceral pain from persistent inflammation is chronic pain due to longlasting inflammation of internal organs of the head/neck region and of the thoracic, abdominal, or pelvic cavities.",,https://id.who.int/icd/release/11/2025-01/mms/1290701352,MG30.42,ICD-11 MMS Chapter 21 API,,2025-01
2008,Chronic visceral pain from vascular mechanisms,chronic visceral pain from vascular mechanisms,"Chronic visceral pain from vascular mechanisms is chronic visceral pain due to alterations of arterial and/or venous blood vessels to/from viscera of the head/neck region, thoracic, abdominal and pelvic cavities or pain conditions of the vascular system producing pain in other locations.",,https://id.who.int/icd/release/11/2025-01/mms/1119203708,MG30.41,ICD-11 MMS Chapter 21 API,,2025-01
1988,Chronic widespread pain,chronic widespread pain,"Chronic widespread pain (CWP) is diffuse pain in at least 4 of 5 body regions and is associated with significant emotional distress (anxiety, anger/frustration or depressed mood) or functional disability (interference in daily life activities and reduced participation in social roles). CWP is multifactorial: biological, psychological and social factors contribute to the pain syndrome. The diagnosis is appropriate when the pain is not directly attributable to a nociceptive process in these regions and there are features consistent with nociplastic pain and identified psychological and social contributors.",,https://id.who.int/icd/release/11/2025-01/mms/849253504,MG30.01,ICD-11 MMS Chapter 21 API,,2025-01
1200,Chyluria,chyluria,"Chyluria, also called chylous urine, is a medical condition involving the presence of chyle in the urine stream, which results in urine appearing milky white.",,https://id.who.int/icd/release/11/2025-01/mms/2095915189,MF92,ICD-11 MMS Chapter 21 API,,2025-01
